,url,foodname,serving,image,ingredient,steps,calories,protein,fat,carb,sodium,fibre
84,https://www.taste.com.au/recipes/tuna-ginger-noodle-salad/31001fc5-d5df-471f-9b8e-79c842ddde00#coral_thread,Tuna &amp; ginger noodle salad,4,https://img.taste.com.au/yjBdtmeK/w720-h480-cfill-q80/taste/2016/11/tuna-ginger-noodle-salad-14979-1.jpeg,"['3 (about 400g) tuna steaks', '2 tsp finely grated fresh ginger', '80ml (1/3 cup) mirin (rice wine)', '2 tbsp fresh lime juice', '1 tbsp salt-reduced soy sauce', '150g dried soba noodles', '150g snow peas, ends trimmed', '2 tsp sesame oil', 'Pinch of caster sugar', 'Olive oil spray', '2 tbsp pickled ginger, thinly sliced', '75g baby spinach leaves', 'Fresh coriander leaves, to garnish']","['Place tuna in bowl. Combine the fresh ginger and half the mirin, lime juice and soy sauce in a bowl. Pour over tuna. Place in the fridge for 20 minutes to marinate.', 'Cook the noodles following packet directions, adding the snow peas in the last 2 minutes of cooking. Drain. Place in a bowl. Add half the oil and toss to coat.', 'Combine sugar, remaining mirin, lime juice, soy sauce and oil in a screw-top jar.', 'Spray a non-stick frying pan with olive oil spray. Place over high heat. Cook tuna for 1-2 minutes each side for medium or until cooked to your liking. Thinly slice.', 'Stir the pickled ginger, spinach and half the dressing into the noodle mixture. Divide among serving bowls. Top with tuna and coriander. Drizzle over the remaining dressing to serve.']",1501 kj (359cal),31.0g,9.2g,41.8g,712.7mg,1.6g
85,https://www.taste.com.au/recipes/boston-baked-beans-3/999140ab-6b71-445c-88d6-bb1caa2081de#coral_thread,Boston baked beans,4,https://img.taste.com.au/6wVcf4P8/w720-h480-cfill-q80/taste/2016/11/boston-baked-beans-63881-1.jpeg,"['550g dried great northern or cannellini beans, rinsed', '2 tbsp olive oil', '2 large brown onions, finely chopped', '3 garlic cloves, crushed', '1 tbsp fresh thyme leaves', '800g can diced tomatoes', '1 litre Massel salt reduced chicken style liquid stock', '1kg ham bone', '1/4 cup maple syrup', '2 tbsp dijon mustard', '1 tbsp brown sugar', '1 tbsp worcestershire sauce', 'Buttered toasted crusty bread, to serve']","['Place beans in a large bowl. Cover with cold water. Set aside for 8 hours or overnight to soak. Rinse under cold water. Drain.', 'Preheat oven to 160C/140C fan-forced. Heat oil in a large, heavy-based, flameproof casserole dish over medium heat. Cook onion, stirring occasionally, for 8 minutes or until softened. Add garlic and thyme. Cook for 2 minutes or until fragrant. Add tomato, stock, beans and ham bone. Season with salt and pepper. Cover. Bring to boil. Transfer to oven. Bake for 3 hours, stirring occasionally, until beans are just tender. Cool.', 'Transfer ham bone to a chopping board. Remove and discard rind, bone and fat. Shred ham.', 'Divide mixture in two. Refrigerate half the mixture for other recipes.', 'Place remaining half of bean mixture, syrup, mustard, sugar and sauce in a large heavy-based saucepan over medium heat. Bring to boil. Reduce heat to low. Simmer for 20 to 25 minutes, stirring occasionally (see note), or until heated.', 'Serve beans with buttered toast.']",3715 kj (888cal),49.3g,17.7g,119.9g,964.9mg,29.3g
86,https://www.taste.com.au/recipes/lip-smacking-lamb-mint-bread-sauce/f3fbe054-bfa1-4068-89b8-f69b8b74aafb#coral_thread,Lip-smacking lamb with mint bread sauce,4,https://img.taste.com.au/WuUiwiL3/w720-h480-cfill-q80/taste/2016/11/lip-smacking-lamb-with-mint-bread-sauce-98303-1.jpeg,"['600g Kipfler potatoes, scrubbed, halved', '1 red onion, cut into thin wedges', '2 tbsp olive oil', '300g green beans, trimmed', '8 lamb loin chops']","['Preheat oven to 230C/210C fan forced. Line a large baking tray or roasting pan with baking paper. Bring potato to the boil in a large saucepan of boiling salted water over high heat. Reduce heat to medium-high. Simmer for 6 minutes or until just tender. Drain.', 'Combine potato and onion on prepared tray. Drizzle with 1 tbs of the oil. Season. Toss to combine. Roast for 10 minutes. Toss beans in 2 tsp of the oil. Season and add to tray. Roast for a further 15 minutes or until vegetables are tender.', 'Meanwhile, for the bread sauce, combine bread and milk in a jug. Stand for 2 minutes. Add mint, garlic, lemon rind and juice, oil and water. Season. Use a stick blender to process until smooth.', 'Heat a chargrill or barbecue on medium-high. Toss lamb in remaining oil and season. Cook, turning, for 5-6 minutes for medium or until cooked to your liking. Rest for 2 minutes. Serve with roast vegetables and sauce.']",3895 kj (931cal),37.1g,71.7g,36.9g,262.6mg,6.2g
87,https://www.taste.com.au/recipes/cheats-turkish-pizzas-recipe/x09vlpxt#coral_thread,Cheat's Turkish pizzas,4,https://img.taste.com.au/hRzwxF4C/w720-h480-cfill-q80/taste/2020/01/cheats-turkish-pizzas-158033-2.jpg,"['280g packet garlic naan bread', '1 red onion', '2 thick lamb sausages', '2 1/2 tbsp extra virgin olive oil', '1 cup grated mozzarella', '50g fetta, crumbled', '4 eggs', '1 baby cos lettuce, leaves torn', '4 radishes, thinly sliced', '1/4 cup small fresh mint leaves', '1 tbsp red wine vinegar', 'Sumac, to serve', 'Sriracha chilli sauce, to serve', 'Fresh flat-leaf parsley leaves, to serve', 'Lemon wedges, to serve']","['Preheat oven to 220C/200C fan-forced. Line 2 large baking trays with baking paper. Arrange bread on trays.', 'Finely chop half the onion. Remove and discard casing from sausages. Heat 2 teaspoons oil in a large frying pan over medium-high heat. Crumble sausage in pan and add onion. Cook, stirring occasionally, for 3 minutes or until sausage is browned. Arrange sausage mixture evenly over bread. Sprinkle with cheeses. Make a slight indent in centre of toppings on bread. Bake for 3 minutes. Break an egg into each indent. Season with salt and pepper. Bake for 8 to 10 minutes or until white is set but yolks are still runny.', 'Meanwhile, thinly slice remaining onion. Place lettuce, radish, mint and onion in a large bowl. Drizzle over vinegar and remaining oil. Season with salt and pepper. Toss to combine.', 'Sprinkle eggs with sumac. Drizzle pizzas with sriracha and sprinkle with parsley. Serve with salad and lemon wedges.']",2415 kj (577cal),26.6g,34.4g,39.2g,669.9mg,4.2g
88,https://www.taste.com.au/recipes/lindor-dumplings/iwkzsr8s#coral_thread,Lindor dumplings,4,https://img.taste.com.au/D_dnMOtQ/w720-h480-cfill-q80/taste/2018/06/lindor-dumplings-138201-1.jpg,"['12 assorted Lindor chocolate balls', '150g (1 cup) plain flour, plus 75g (1/2 cup), extra, to dust', '1 tsp baking powder', '1/4 tsp ground cinnamon', '160ml (2/3 cup) milk', '2 eggs', '1 tbsp caster sugar', 'Vegetable oil, to deep-fry', 'Double cream, to serve']","['Place the Lindor balls on a baking tray. Place in the freezer for 4-6 hours or until very firm.', 'Combine the flour, baking powder and cinnamon in a bowl. Make a well in the centre. Whisk the milk, eggs and caster sugar in a separate bowl. Pour the milk mixture into the well. Stir to make a smooth batter. Set aside for 10 minutes or until needed.', 'For the butterscotch sauce, place the brown sugar, thickened cream and butter in a small saucepan over medium-low heat. Cook, stirring, for 2-3 minutes or until smooth. Set aside, covered, to keep warm.', 'Place the extra flour in a small bowl. Pour enough oil into a small saucepan to come 5cm of the way up the side and heat over medium-high heat (the oil is ready when a small piece of bread sizzles on contact). Working in 2-3 batches, roll the frozen Lindor balls in the extra flour, then dip in the batter to coat. Carefully lower the balls, 1 at a time, into the hot oil. Cook for 1-2 minutes, turning, or until golden. Use a slotted spoon to transfer to a plate lined with paper towel to drain.', 'Pour the butterscotch sauce into serving bowls. Top with the Lindor dumplings. Serve with the double cream.']",2862 kj (684cal),9.0g,33.0g,88.4g,173.7mg,1.1g
89,https://www.taste.com.au/recipes/chicken-nuggets-mustard-sauce/a87f57b1-3861-4bf0-afda-639e3c34a20c#coral_thread,Chicken nuggets with mustard sauce,4,https://img.taste.com.au/h3pD-lbE/w720-h480-cfill-q80/taste/2016/11/chicken-nuggets-with-mustard-sauce-21370-1.jpeg,"['3 (about 500g) single chicken breast fillets, trimmed, chopped', '70g (1 cup) fresh breadcrumbs made from day-old bread', '1/4 cup finely chopped fresh chives', 'Salt & freshly ground black pepper', '50g (1/3 cup) plain flour', '1 egg, lightly whisked', '30g (1/3 cup) dried (packaged) breadcrumbs', '30g (1/3 cup) cornflake crumbs (Kelloggs brand)']","['Preheat oven to 220°C. Line 2 baking trays with non-stick baking paper.', 'Place the chicken in the bowl of a food processor and process until finely chopped. Transfer to a large bowl. Add the fresh breadcrumbs and chives and mix with a wooden spoon until well combined. Season with salt and pepper.', 'Shape 1 tablespoon of chicken mixture into a small patty and place on lined tray. Repeat with remaining mixture. Place the flour and egg in separate bowls. Combine the breadcrumbs and cornflake crumbs in a bowl. Toss each patty in the flour and shake off any excess. Dip in the egg, allowing the excess to run off, then in the breadcrumb mixture, pressing firmly to coat. Place on lined baking trays.', 'Bake in preheated oven for 20 minutes, turning nuggets once during cooking, or until cooked through.', 'Meanwhile, to make the mustard sauce, combine the sour cream and mustard in a small bowl. Taste and season with salt.', 'Serve chicken nuggets with mustard sauce.']",1592 kj (380cal),36.7g,8.7g,36.5g,618mg,2.2g
90,https://www.taste.com.au/recipes/apple-tarte-tatin-3/5yx5dzxs#coral_thread,Apple tarte tatin,8,https://img.taste.com.au/hJqwOXqJ/w720-h480-cfill-q80/taste/2018/03/apr-18_apple-tarte-tatin-3000x2000-136234-1.jpg,"['4 small Granny Smith apples, peeled, cored, halved', '1 tbsp lemon juice', '1 tsp vanilla bean paste', '1/3 cup (75g) caster sugar', '40g butter, chopped', '2 sheets frozen puff pastry', 'Créme fraîche, to serve']","['Preheat oven to 200°C. Combine the apple, lemon juice and vanilla in a medium bowl.', 'Place the sugar in an 18cm (base measurement) ovenproof frying pan over high heat and cook, stirring occasionally with a wooden spoon, for 5 mins or until the sugar melts and is golden brown. Remove from heat. Sprinkle the butter over the melted sugar and swirl the pan to combine. Arrange the apple, cut-side up, over the butter mixture in the pan. Drizzle with any juices from the bowl.', 'Place 1 pastry sheet on a clean work surface. Top with the remaining pastry to make a stack. Using a plate as a guide, cut a 25cm disc from the pastry. Place over the apple in the pan and quickly tuck the pastry edge into the side of the pan with a spoon.', 'Bake for 20-25 mins or until pastry is puffed and golden brown. Set aside for 2 mins to rest. Place a serving plate over the top of the pan. Carefully invert the tart onto the plate. Cut into wedges and serve immediately with créme fraîche.']",1323 kj (316cal),3.7g,15.3g,40.7g,180.4mg,2.6g
91,https://www.taste.com.au/recipes/traditional-plum-pudding/1c31bb41-0e12-4b56-ac1e-d55734181e43#coral_thread,Traditional plum pudding,12,https://img.taste.com.au/vegzPpOH/w720-h480-cfill-q80/taste/2016/11/traditional-plum-pudding-24952-1.jpeg,"['1 x 375g pkt raisins, coarsely chopped', '1 x 300g pkt currants', '150g sultanas', '1 x 170g pkt craisins (dried cranberries)', '250ml (1 cup) rum', 'Melted butter, to grease', '250g butter, at room temperature', '200g (1 cup) firmly-packed brown sugar', '4 eggs', '175g (2 1/2 cups) fresh breadcrumbs', '75g (1/2 cup) self-raising flour', '75g (1/2 cup) plain flour', '1 tsp mixed spice', '1 tsp ground cinnamon', 'Warmed custard, to serve']","['Combine raisins1 x 375g pkt raisins, coarsely chopped, currants1 x 300g pkt currants, sultanas150g sultanas, craisins1 x 170g pkt craisins (dried cranberries) and rum250ml (1 cup) rum in a bowl. Set aside for 6 hours to macerate.', 'Brush a 2L (8-cup) capacity pudding basin with melted butterMelted butter, to grease to grease. Line the base with non-stick baking paper.', 'Use an electric beater to beat the butter250g butter, at room temperature and sugar200g (1 cup) firmly-packed brown sugar in a bowl until pale and creamy. Add eggs4 eggs, 1 at a time, beating well after each addition (mixture may appear curdled). Stir in breadcrumbs175g (2 1/2 cups) fresh breadcrumbs, combined flours75g (1/2 cup) self-raising flour|75g (1/2 cup) plain flour, mixed spice1 tsp mixed spice and cinnamon1 tsp ground cinnamon. Add the raisin mixture and stir until combined. Spoon into basin.', 'Place an upturned heatproof saucer in the base of a saucepan. Fill one-third of the saucepan with boiling water and bring to a simmer over low heat.', 'Cut a 30cm-square piece of non-stick baking paper and a 30cm-square piece of foil. Place paper on foil and fold to make a pleat in the centre. Place over basin, foil-side up. Tie a double piece of kitchen string around basin to secure. To make a handle, tie a double piece of string loosely over the top of the basin.', 'Lower the basin onto the saucer in saucepan. Add enough boiling water to reach two-thirds of the way up the basin. Simmer, covered, over low heat, adding boiling water when necessary, for 4 hours or until a skewer inserted in the centre of the pudding comes out clean.', 'Remove basin from pan. Set aside for 5 minutes. Pour over custardWarmed custard, to serve to serve.']",2434 kj (582cal),7.0g,20.7g,86.8g,217.5mg,3.6g
92,https://www.taste.com.au/recipes/lamb-sausage-pilaf/dc508346-de33-430e-9b06-d5794fb3b9af#coral_thread,Lamb sausage pilaf,4,https://img.taste.com.au/0A1SJdu7/w720-h480-cfill-q80/taste/2016/11/lamb-sausage-pilaf-27966-1.jpeg,"['1 tbsp olive oil', '1 brown onion, halved, thinly sliced', '300g (1 1/2 cups) Basmati rice', '2 tsp ground cumin', '2 tsp ground coriander', '1/2 tsp sweet paprika', '1/4 tsp ground turmeric', '750ml (3 cups) chicken stock', '1/2 (about 500g) cauliflower, cut into florets', '150g green beans, topped, halved diagonally', '6 lamb sausages (North African style)']","['Heat the oil1 tbsp olive oil in a large saucepan over medium-high heat. Add the onion1 brown onion, halved, thinly sliced and cook, stirring, for 5 minutes or until soft. Add the rice300g (1 1/2 cups) Basmati rice, cumin2 tsp ground cumin, coriander2 tsp ground coriander, paprika1/2 tsp sweet paprika and turmeric1/4 tsp ground turmeric and stir to combine.', 'Add stock750ml (3 cups) chicken stock and cauliflower1/2 (about 500g) cauliflower, cut into florets and bring to the boil. Reduce heat to low. Cook, covered, for 10 minutes. Add beans150g green beans, topped, halved diagonally and cook, covered, for 5 minutes or until the liquid is absorbed and the rice is tender. Use a fork to separate the grains.', 'Meanwhile, cook the sausages6 lamb sausages (North African style) in a non-stick frying pan over medium heat for 15 minutes or until cooked through.', 'Thickly slice the sausages. Add to the rice mixture and stir to combine. Divide among serving dishes to serve.']",2588 kj (619cal),30.5g,23.8g,69.9g,718.2mg,4.2g
93,https://www.taste.com.au/recipes/beef-lemon-grass-stir-fry/a7eeb21d-6db8-4e7f-9a78-1c8027947468#coral_thread,Beef and lemon grass stir-fry,4,https://img.taste.com.au/iKIP_joo/w720-h480-cfill-q80/taste/2016/11/beef-and-lemon-grass-stir-fry-6388-1.jpeg,"['1 x 250g pkt dried thin rice noodles', '2 tsp olive oil', '500g lean beef strips', '1 brown onion, halved, finely chopped', '1 tbsp finely chopped fresh lemon grass', '2 tsp finely grated fresh ginger', '200g green beans, topped, coarsely chopped', '60ml (1/4 cup) sweet chilli sauce', '1 tbsp fish sauce', '1 tbsp fresh lime juice', 'Lime wedges, to serve']","['Place the noodles in a heatproof bowl and cover with plenty of boiling water. Set aside for 5 minutes or until noodles are tender. Drain well.', 'Heat oil in a wok over high heat. Add one-third of the beef and stir-fry for 2 minutes or until brown. Transfer to a heatproof bowl. Repeat, in 2 more batches, with the remaining beef.', 'Add the onion, lemon grass and ginger to the wok and stir-fry for 2 minutes or until onion softens. Return beef to the wok with the beans and stir-fry for 1 minute. Add the noodles, sweet chilli sauce, fish sauce and lime juice and stir-fry for 1-2 minutes or until heated through. Divide the noodles among serving bowls and serve with lime wedges.']",1891 kj (452cal),34.0g,6.2g,63.9g,668.2mg,3.4g
94,https://www.taste.com.au/recipes/grilled-corn-chorizo-salad/d90b6063-dc10-457d-a5f8-e1892f655a51#coral_thread,Grilled corn and chorizo salad,6,https://img.taste.com.au/AN-4xpPH/w720-h480-cfill-q80/taste/2016/11/grilled-corn-and-chorizo-salad-86655-1.jpeg,"['4 (about 500g) corncobs, husks and silk removed', '60ml (1/4 cup) olive oil', '2 tsp sea salt flakes', 'Pinch of cayenne pepper', 'Pinch of smoked paprika', '2 (about 250g) chorizo sausages, thinly sliced', '85g (1/2 cup) blanched almonds, toasted, coarsely chopped', '1/2 cup chopped fresh continental parsley', '2 tbsp chopped fresh chives', '1 1/2 tbsp red wine vinegar']","['Cook the corn in a large saucepan of salted boiling water for 10 minutes or until cooked through. Drain.', 'Preheat a barbecue on high. Brush the corn with half the oil. Sprinkle with salt, cayenne pepper and paprika. Cook on the barbecue grill, turning occasionally, for 10-15 minutes or until lightly charred. Set aside for 10 minutes to cool slightly.', 'Use a small sharp knife to cut down the length of 1 corncob, close to the core, to remove the kernels. Transfer to a serving bowl. Repeat with the remaining corncobs.', 'Cook the chorizo on the barbecue flat plate for 1 minute each side or until golden. Add the chorizo, almond, parsley, chives, vinegar and remaining oil to the corn and toss to combine.']",1385 kj (331cal),10.3g,28.2g,10.6g,605.1mg,2.3g
95,https://www.taste.com.au/recipes/mexican-pancakes/739158cc-9bf2-4b3c-8a30-17ccf4791e80#coral_thread,Mexican pancakes,4,https://img.taste.com.au/COWcssXJ/w720-h480-cfill-q80/taste/2016/11/mexican-pancakes-96937-1.jpeg,"['Olive oil cooking spray', '400g beef mince', '30g packet reduced-salt taco seasoning mix', '1 cup self-raising flour', '1 cup milk', '1 egg', '1/3 cup finely chopped fresh coriander', '20g butter, melted', '1 large avocado, mashed', '1 medium tomato, finely chopped', '1 tbsp lime juice', '1/4 cup sour cream', 'Extra fresh coriander leaves, to serve']","['Lightly spray a medium frying pan with oil. Heat over high heat. Add mince. Cook, breaking up mince with a wooden spoon, for 5 minutes or until browned. Add seasoning mix. Cook, stirring, for 1 minute. Add ¾ cup cold water. Bring to the boil. Reduce heat to medium. Simmer, uncovered, for 5 minutes or until mixture is thick. Remove from heat. Cover to keep warm.', 'Meanwhile, combine flour and a pinch of salt in a bowl. Make a well in centre. Whisk milk and egg in a jug. Pour milk mixture into flour mixture. Whisk until smooth. Stir in half the chopped coriander.', 'Heat a large non-stick frying pan over medium heat. Brush pan with a little melted butter. Pour 1/3 cup batter into pan. Swirl pan to cover base. Cook for 3 to 4 minutes or until bubbles appear on surface. Turn. Cook for 2 to 3 minutes or until golden and cooked through. Transfer to a plate. Cover with foil to keep warm. Repeat with remaining batter to make 4 pancakes.', 'Combine avocado, tomato, lime juice and remaining coriander in a bowl. Place pancakes on plates. Top with mince mixture, guacamole and sour cream. Serve topped with extra coriander.']",2535 kj (606cal),25.7g,37.0g,40.9g,887.9mg,3.5g
96,https://www.taste.com.au/recipes/fig-tarte-fine/cb7d00aa-11df-4356-9f87-3b1d524332b4#coral_thread,Fig tarte fine,4,https://img.taste.com.au/RZZkrFHm/w720-h480-cfill-q80/taste/2016/11/fig-tarte-fine-102717-1.jpeg,"['1 sheet butter puff pastry, slightly-thawed', '1/3 cup almond meal', '4 fresh figs', '2 tbsp apricot jam, warmed', 'Vanilla ice-cream, to serve']","['Line a baking tray with baking paper. Cut four 12cm discs from puff pastry. Place on prepared tray. Sprinkle almond meal evenly over pastry. Place in the fridge for 20 minutes to rest.', 'Preheat the oven to 200C/180C fan forced.', 'Slice 4 fresh figs and arrange over the pastry. Bake for 20 minutes or until the pastry is puffed and golden.', 'Brush with 2 tablespoons warmed apricot jam. Top with vanilla ice-cream.']",1098 kj (262cal),4.4g,13.3g,32.2g,110.8mg,2.7g
97,https://www.taste.com.au/recipes/baby-salmon-saffron-fennel-pilaf/b2019b5a-e30c-4d42-abd1-14c53cbd0c08#coral_thread,Baby salmon with saffron and fennel pilaf,10,https://img.taste.com.au/pL6vxt-T/w720-h480-cfill-q80/taste/2016/11/baby-salmon-with-saffron-and-fennel-pilaf-5521-1.jpeg,"['1 tsp saffron threads', '60ml (1/4 cup) boiling water', '50g butter', '1 brown onion, halved, thinly sliced', '1 tbsp fennel seeds', '200g (1 cup) Basmati rice', '435ml (1 3/4 cups) water', '1/2 bunch dill, coarsely chopped', '2 (about 1.8kg each) whole baby salmon, scaled, gutted', 'Salt & freshly ground black pepper', 'Dill sprigs, to garnish', 'Lemon wedges, to serve']","['Place saffron in a small heatproof bowl. Pour over the boiling water and set aside for 5 minutes to infuse.', 'Meanwhile, melt butter in a saucepan over medium heat until foaming. Add onion and fennel seeds and cook, stirring occasionally, for 5 minutes or until onion softens. Add rice and stir to coat. Add the water and saffron mixture and stir to combine. Bring to the boil. Reduce heat to low and cook, covered, for 13 minutes or until rice is tender and liquid is absorbed. Remove from heat. Use a fork to separate the grains. Set aside for 15 minutes to cool slightly. Add dill and stir to combine.', 'Preheat oven to 180°C. Wash fish inside and out under cold water. Pat dry with paper towel. Season with salt and pepper and rub into skin. Spoon pilaf among salmon cavities. Wrap each fish in foil and place in a large roasting pan.', 'Bake in preheated oven for 35 minutes or until fish flakes when tested with a fork. Remove from oven. Place each salmon on a serving platter. Garnish with dill sprigs and serve with lemon wedges.']",3299 kj (788cal),74.7g,46.6g,17.5g,254.8mg,0.8g
98,https://www.taste.com.au/recipes/slow-cooker-mongolian-lamb-shanks-recipe/ya48cp8c#coral_thread,Slow cooker Mongolian lamb shanks,4,https://img.taste.com.au/KQUNMFtp/w720-h480-cfill-q80/taste/2019/03/slow-cooker-mongolian-lamb-shanks-148119-2.jpg,"['4 Coles Australian Lamb Shanks', '2 tbsp cornflour', '1 tbsp canola oil', '1 brown onion, thinly sliced', '2 carrots, peeled, thinly sliced', '2 garlic cloves, crushed', '1 tbsp finely grated ginger', '1/3 cup (80ml) soy sauce', '1/2 cup (110g) brown sugar', '1 tbsp sriracha or chilli sauce (optional)', '2 spring onions, thinly sliced lengthways', 'Steamed jasmine rice, to serve', 'Steamed choy sum, to serve', 'Thinly sliced red chilli (optional), to serve', 'Coriander leaves, to serve']","['Place the lamb and cornflour in a large bowl and toss to combine. Heat the oil in a large frying pan over high heat. Cook the lamb, turning occasionally, for 5 mins or until brown all over. Transfer to a slow cooker.', 'Add onion, carrot, garlic, ginger, soy sauce, sugar, sriracha or chilli sauce, if using, and 1/2 cup (125ml) water to the slow cooker. Season. Cover and cook for 4 hours on high (or 6 hours on low) or until lamb is falling off the bone.', 'Meanwhile, place the spring onion in a small bowl of iced water. Set aside for 10 mins to curl.', 'Divide the rice evenly among serving bowls. Top with the lamb mixture and choy sum. Sprinkle with the spring onion, chilli, if using, and coriander.']",3371 kj (806cal),58.2g,45.3g,38.7g,1.4g,1.6g
99,https://www.taste.com.au/recipes/passionfruit-white-chocolate-mousse-shortbread-hearts/dfa956e7-f5ee-46a4-a918-3bab8e2ed792#coral_thread,Passionfruit &amp; white chocolate mousse with shortbread hearts,2,https://img.taste.com.au/cVgfe0ig/w720-h480-cfill-q80/taste/2016/11/passionfruit-white-chocolate-mousse-with-shortbread-hearts-27480-1.jpeg,"['100g white chocolate, coarsely chopped', '125ml (1/2 cup) fresh passionfruit pulp', '2 eggs, separated', '125ml (1/2 cup) thickened cream', '1 tbsp caster sugar', 'Whipped cream, to serve', 'Fresh passionfruit pulp, extra, to serve']","[""Place the chocolate and passionfruit in a heatproof bowl over a saucepan of simmering water (make sure the bowl doesn't touch the water). Use a metal spoon to stir for 3-4 minutes or until the chocolate melts and the mixture is smooth. Set aside for 5 minutes to cool. Add the egg yolks and whisk until combined."", 'Use an electric beater to beat the cream in a bowl until soft peaks form. Use a metal spoon to fold in the chocolate mixture.', 'Use a clean electric beater to beat the egg whites and sugar in a clean, dry bowl until firm peaks form. Fold the egg white mixture into the chocolate mixture until combined. Divide the mousse among two 250ml (1-cup) capacity serving dishes. Cover with plastic wrap and place in the fridge for 4 hours or until set.', 'Meanwhile, to make the shortbread: place the butter and sugar in the bowl of a food processor and process until pale and creamy. Add the flour, rice flour, vanilla and salt, and process until the dough just comes together. Turn out dough onto a lightly floured surface and gently knead until smooth. Shape into a disc, cover with plastic wrap and place in the fridge for 30 minutes to rest.', 'Preheat oven to 190°C. Grease a baking tray lightly with oil. Halve the dough. Roll out 1 portion on a lightly floured surface until 3mm thick. Use a 7.5cm-diameter heart-shaped pastry cutter to cut 20 hearts. Place on tray. Repeat with remaining dough.', 'Sprinkle the biscuits lightly with extra sugar. Bake in oven for 10 minutes or until golden. Set aside on the tray for 5 minutes to cool before transferring to a wire rack to cool completely.', 'Top mousse with cream and passionfruit. Serve with shortbread.']",6591 kj (1575cal),20.1g,95.2g,160.3g,197.8mg,2.7g
100,https://www.taste.com.au/recipes/vegan-sweet-potato-noodles-crispy-kale/55qY91zi#coral_thread,Vegan sweet potato noodles with crispy kale,4,https://img.taste.com.au/H0e-dDFn/w720-h480-cfill-q80/taste/2017/09/plant-based-perfection-131097-2.jpg,"['1 bunch kale', '2 tbsp pine nuts', '60ml (1/4 cup) extra virgin olive oil, plus extra, to serve', '2 large garlic cloves, crushed', '2 tsp chilli flakes', '1 lemon, rind finely grated', '700g sweet potato, peeled, cut into noodles using a spiraliser']","['Preheat the oven to 150C/130C fan forced. Tear the kale into bite-sized pieces, discarding the stems. Place on 2 large baking trays. Spray with olive oil. Bake for 10-12 minutes or until just crisp. Set aside to cool.', 'Meanwhile, spread the pine nuts over a baking tray and roast for 3-5 minutes or until golden. Set aside to cool.', 'Combine the oil, garlic, chilli and lemon rind in a large, deep frying pan. Cook over medium-low heat for 3 minutes or until the garlic starts to sizzle. Add the sweet potato noodles and increase the heat to medium-high. Cook, tossing the noodles, for 5 minutes or until the noodles are tender. Add half the kale and toss to combine.', 'Divide the noodle mixture among serving bowls. Crumble the remaining kale and sprinkle over the top, along with the pine nuts. Drizzle with a little extra olive oil.']",845 kj (202cal),6.5g,4.4g,38.0g,111.3mg,8.1g
101,https://www.taste.com.au/recipes/mango-lassi-2/d9a78b5d-5e98-444e-b1dd-68a186ac3222#coral_thread,Mango lassi,8,https://img.taste.com.au/C0rnReSI/w720-h480-cfill-q80/taste/2016/11/mango-lassi-31273-1.jpeg,"['500ml milk', '250g honey-flavoured yoghurt', '500g frozen mango, chopped']","['Combine the milk500ml milk, yoghurt250g honey-flavoured yoghurt and mango500g frozen mango, chopped in a blender. Blend well to combine. Serve.']",427 kj (102cal),3.6g,3.2g,17.1g,32.4mg,0.9g
102,https://www.taste.com.au/recipes/tuscan-tomato-bread-soup/d78bf3d3-2f3a-43e6-b331-baf2de3605c8#coral_thread,Tuscan tomato &amp; bread soup,4,https://img.taste.com.au/CFERvoM9/w720-h480-cfill-q80/taste/2016/11/tuscan-tomato-bread-soup-75132-1.jpeg,"['2 x Mutti Whole Peeled Tomatoes 400g', '1 long red chilli, seeds removed, chopped', '4 garlic cloves, finely chopped', '1 tsp caster sugar', '2 tbsp extra virgin olive oil', '2 slices day-old sourdough bread, crusts removed, cubed', '2 tbsp balsamic vinegar', '2 tbsp chopped basil, plus extra small leaves to serve']","['Place tomatoes, chilli, garlic, sugar, 1 tablespoon oil, 1 cup (250ml) water and some salt and pepper in a saucepan and bring to the boil over medium-high heat. Reduce heat to low, then cover and simmer for 15 minutes or until the tomatoes break down slightly.', 'Meanwhile, place the bread in a bowl and drizzle with the vinegar. Set aside for 10 minutes to soften.', 'Add the bread mixture and basil to the soup and stir well to combine. Cover and simmer over low heat for a further 5 minutes or until the soup thickens.', 'Using a stick blender, blend the soup until smooth. (Alternatively, cool slightly, puree in ba puree in batches in a blender, then reheat over medium heat.)', 'Serve hot, drizzled with remaining oil and garnished with small basil leaves.']",758 kj (181cal),3.5g,9.5g,18.5g,489.1mg,3.7g
